,title,description,job_level,languages,assessment_length,downloads,url,test_type
279,OPQ MQ Sales Report,this opq occupational personality questionnaire report provides a graphical and narrative summary of an individuals natural style that is critical to sales success it can also optionally use input from the shl motivation questionnaire mq to add information about the sales motivators and drives of an individual note updated versions of turkish hungarian and indonesian sales report were launched on 01 july 2013 please note this report is currently being updated on talent central as part of a reporting refresh project and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms differences are regarding the layout and display of the reports only and do not affect the underlying scoring when viewing sample reports please ensure you select the appropriate language and platform example where a sample report has no platform indicated it is available on both the talent central and soda platforms,director executive front line manager general population graduate manager midprofessional professional individual contributor supervisor,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 English International.pdf', 'language': 'Multi-language'}, {'name': 'Report Fact Sheet', 'url': 'https://service.shl.com/docs/OPQ_MQ_Sales_Report_Fact_Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/Sales Report (TC Version) English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 French (Canada).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Spanish (North America).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/Sales Report (TC Version) English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Chinese Traditional.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Chinese Simplified.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/Sales Report (TC Version) Chinese Simplified.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Indonesian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Japanese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Korean.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Czech.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Danish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/Sales Report (TC Version) Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/Sales Report (TC Version) French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/Sales Report (TC Version) German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Greek.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Hungarian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Italian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/Sales Report (TC Version) Italian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Norwegian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Polish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Portuguese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Romanian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/OPQ MQ Sales Report Romanian TC Version.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Russian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Slovakian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Spanish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Swedish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Turkish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Icelandic.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Portuguese (Brazil).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Thai.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/opq-mq-sales-report/,p
280,Manufac. & Indust. - Mechanical & Vigilance 8.0,the manufacturing industrial mechanical vigilance focus 80 jobfocused assessment measures the behaviors that underlie successful and safe performance in an industrialmanufacturing setting this solution assesses process monitoring mechanical comprehension and other foundational behaviors including behaving safely in the workplace applying domainrelated expertise offering practical solutions and attending to multiple tasks potential job titles that use this solution include machine and equipment operators assemblers and fitters maintenancerepair workers surveillance and quality assurance workers,entrylevel graduate manager midprofessional professional individual contributor,english usa,49,"[{'name': 'Sample Report (Candidate)', 'url': 'https://service.shl.com/docs/Manufacturing Industrial Mechanical & Vigilance 8.0 JFA Candidate Report US English.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Detailed)', 'url': 'https://service.shl.com/docs/Manufacturing Industrial Mechanical & Vigilance 8.0 JFA Detailed Report US English.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Interview)', 'url': 'https://service.shl.com/docs/Manufacturing Industrial Mechanical & Vigilance 8.0 JFA Inteview Report US English.pdf', 'language': 'Multi-language'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Manufacturing & Industrial - Mechanical & Vigilance Focus 8.0 JFA Product Fact Sheet.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,a p
281,SHL Verify Interactive G+,shl verify interactive g svig is a test of general cognitive ability that also generates accurate assessments of three specific abilities deductive reasoning inductive reasoning and numerical reasoning the candidate will see questions measuring all three abilities candidates will receive a score on each of the specific abilities as well as a general ability score this test is appropriate for all,however it is most relevant for positions that require cognitive ability across a range of specific skills completion time is 36 minutes for the test itself plus 10 minutes for instructions and practice job levels graduate manager midprofessional professional individual contributor,english usa chinese traditional korean serbian slovak spanish english international danish swedish norwegian finnish latvian lithuanian estonian portuguese hungarian thai czech polish turkish portuguese brazil romanian latin american spanish italian french canada chinese simplified dutch german french russian indonesian greek japanese,36,"[{'name': 'Verify Interactive G+ Fact Sheet', 'url': 'https://service.shl.com/docs/Verify Interactive G plus Factsheet.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-g/,a
282,Culinary Skills (New),multichoice test that measures the knowledge of cooking principles cooking equipment meal preparation and presentation and kitchen safety,graduate manager midprofessional professional individual contributor supervisor,english usa,7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Culinary Skills (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/culinary-skills-new/,k
283,Metallurgical Engineering (New),multichoice test that measures the knowledge of process metallurgy industrial metallurgy and physical metallurgy,graduate manager midprofessional professional individual contributor supervisor,english usa,10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Metallurgical Engineering (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/metallurgical-engineering-new/,k
284,WriteX - Email Writing (Sales) (New),open response test that evaluates the ability to write proper emails in english the test provides scores on content grammar and email etiquette your use of this assessment product may be subject to new york city law 144 regulation of the use of automated employment decision tools dated july 5 2023 compliance with law 144 is your responsibility read more on httpswwwshlcomlegalshlusregulatorycompliance,entrylevel graduate manager midprofessional professional individual contributor supervisor,english usa,15,"[{'name': 'Product Flyer', 'url': 'https://service.shl.com/docs/Language Assessment Flyer.pdf', 'language': 'Multi-language'}, {'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/WriteX - Email Writing (Sales).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/WriteX - Email Writing (Sales) Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,b s
285,Power System Engineering (New),multichoice test that measures the knowledge of power generation and transmission electrical machines power systems and drives control and instrumentation fluid mechanics and machines,graduate midprofessional professional individual contributor,english usa,12,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Power System Engineering (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,k
286,Paint Technology (New),multichoice test that measures the knowledge of paint raw materials and precursors manufacture of different types of coatings surface treatment and coating applications,professional individual contributor graduate midprofessional,english usa,7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Paint Technology (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/paint-technology-new/,k
287,Housekeeping (New),multichoice test that measures the knowledge of housekeeping activities such as cleaning laundry room maintenance and routine checks,entrylevel front line manager supervisor,english usa,7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Housekeeping (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/housekeeping-new/,k
288,OPQ User Report,this opq occupational personality questionnaire report includes a profile chart and narrative text focusing on an individuals likely way of behaving at work it can be used as an interpretation aid when giving feedback writing reports or interpreting opq information,director executive front line manager general population graduate manager midprofessional professional individual contributor supervisor,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 French (Canada).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 Spanish (North America).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 Danish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 Italian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 Norwegian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 Portuguese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 Spanish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Users Report Std V2 Portuguese (Brazil).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/opq-user-report/,p s
